Id,Rate,Comment
217,10,"
A lot has been said and written about Interstellar. You can obviously
take apart any movie that is out there. You'll either love this one or
you won't. I kind of would have loved to have watched this on an IMAX
screen, the sheer scope of the whole thing. It's just amazing, what
Nolan has put on screen here. It's not only the visual experience
(there is no 3D here by the way), it's the story/ride you take with it.
It might be clear to some earlier than to others, where it's heading
(no pun intended), but it doesn't change the fact that it's beautiful
... and terrifying at the same time.Going out and saying this will be considered a classic, might not be
too far stretched, but you still can never predict those things. The
deserved love the movie gets on IMDb and other places would be an
indicator that this will ring true though. The acting is really good,
but I can understand if some people have issues with the ending. But
the movie had to end in one way or another. It's the best possible way
this could go, even if it's not in our grasps just yet ...
"
218,10,"
The film is one of the films that gave me ideas on how much powerful it
is to tell as well researched story filled with love. For the Director,
I have learn so much, from watching his film collection, how He use the
word Powerful, from Inception said by Leo and in Interstellar said by
Anne. The search to me is like finding who really you are in life, and
when you do, always remember you can only stop time from moving when
you do what you know love the most. To me Interstellar is like is a
movie of all time that help you find yourself. I am proud of Mr. Nolan,
and since I am In Tribeca and He is here I will be happy to meet him
and learn more from his art.I watched it twice in one day, all I can say is it's a move that needs
you to watch over and over and over, to understand the art of telling a
story. I rate 10/10My question for Mr Nolan is will finding the new life on the other
planet stop people from harming nature?
"
219,10,"
Interstellar _ My Experience Love is the only thing that transcends
Time and SpaceI am not sure whether I am intelligent enough to review this film, but
as a normal viewer, I am going to share my views about the Interstellar
Experience.My Interstellar experience started even before watching the film
itself, I spent some time, brushing up my knowledge about the theories
discussed in the film. The advantage of being a Physics student made my
work easy. In fact, the movie became much more understandable. In the near future, our earth becomes more polluted and human beings
have to find a new home to survive or at least to stop their species
from extinction. NASA sends a group of explorers into a newly
discovered wormhole to find a habitable land for the humans. This is
just the basic plot of a wonderful experience.This is a Christopher Nolan film and he wants the viewer to have some
basic knowledge of physics to understand the film. He is best known for
the novelty in themes and the emotional approach he takes. The Dark
Knight Trilogy director maintains his trademark of elevating the
content than the characters. Nolan literally takes us to the outer
space, from earth to various planets through the wormhole. One would
really feel oneself as Cooper while watching the film. Placing some
unexpected events in between, the writer amazes the viewer. Especially,
the climax. The final phases of Interstellar were mind-blowing and
thought provoking. I was blown away by the ideals Nolan placed in the
penultimate scenes. The concept of fifth dimensional sequences inside
the tesseract came out as a surprise, those sequences were beyond my
imagination. One of the best climaxes ever. While watching the climax,
only one thought appeared in my mind, ""How can this Nolan be so
brilliant and imaginative!""Special Kudos to the Nolan brothers for those excellent and heart
touching dialogues. Even in the simpler scenes, certain dialogues came
out as wonder.Nolan wanted to express something which any space exploration film
didn't express: the eternity of love. The emotional approach Nolan
takes to describe the father-daughter relationship between Cooper and
Murph was heart touching. He even draws a sketch over the life of space
explorers. How they spend years of their life, selflessly, searching
for something that will be beneficial for the people on the earth,
keeping their lives at risk. The unnoticed friendship between Cooper &
TARS and the light humor they produce, proves Nolan's mastery in
presenting complex subjects in a simpler way.Christopher Nolan's films which are known for their utmost brilliancy
in making also have memorable characters and Interstellar is no
exception. Oscar winning Matthew McConaughey, perfected as Cooper.
Cooper will always remain as one of the most remarkable characters of
all time. He excelled in the emotional scenes. I felt like crying, when
Cooper watches the recorded videos sent to him from the earth, such
perfection. Anne Hathaway and Miachel Caine too delivered memorable
performances as Amelia Brand and Professor Brand. Anne was good in the
emotional scenes, especially in the scene, she reveals her love for
Edmund. Miachel Caine had an important role this time, a lengthy one
indeed. The kid Murph came out as a surprise, Mackenzie Foy had all the
emotions required for the character. Jessica Chastain too delivered
good performance as the adult Murph. Casey Affleck 's negative shaded
Tom and Matt Damon's extended cameo appearance as Dr.Mann were also
interesting. The two robotic characters, TARS and CASE too had equal
importance in the story line. TARS will surely be remembered as one of
the best robotic characters of all time.Music by Hans Zimmer and camera works by Hoyte van Hoytema makes
Nolan's simple approach to the complex theme successful. Zimmer offered
scores matching the mood of the film, in fact, certain scenes were too
silent to be enjoyed, could have made better. Cinematography by Hoytema
was a work of wonder. Nolan didn't use any great graphics or anything.
He used limited amount of Visual Effects, concentrating more on the
subject. So, this film will be a better experience for the ones who
believe that content of the film is more important than Visual Effects. Interstellar is more of an experience than a film. Missing this film on
Big Screen will end in deep regression. Special Note to the ones who are going for this film: In this film
explorers are seen rotating their space ship, usual audience may not be
able to understand the theory behind it i.e., the creation of
artificial gravity. There are many such moments in the film, which are
related to deeper physics. So before watching the film, just go through
the topics such as, artificial gravity, wormholes, neutron star,
relativity, time dilation and tesseract. An idea about these topic make
the Interstellar experience an easier one.I will be able to understand the film ""completely"" only after watching
it again. I am fully satisfied with this Experience. I will be a able
to rate this film only after watching it again.""In this universe, there is time, there is space, there is gravity and
there is 'love among human beings', which is much more powerful than
all other universal parameters.""I Thank Christopher Nolan for this Interstellar Experience.Thank You for reading my views about Interstellar. Yours Truly. Sooraj
"
220,2,"
The theater sound was somehow screwed up for this movie. The dialog was
very difficult to hear and the ""background"" music was way too loud. In
spite of that just enough dialog got through to follow the story, but
the sound problems weren't the real problem.I guess if you're a serious SiFi fan you might like this movie. I am
not a big SiFi fan (other than the plausible Star Trek sort). I didn't
enjoy this movie.There was no real foundation for why the earth was failing; you're
supposed to guess. There was no background to suggest power sources for
space vehicles that would last so long. There was no explanation for
how the sleep modules worked. In fact there was no foundation or
explanation for pretty much anything in the movie. You were just
supposed to believe.There is no preparation for the flight. Cooper is an experienced pilot
but the crew doesn't seem to know each other so they spent no time
together before the multi-year flight. You're just supposed to accept
all of that and look past it.Near the end Cooper ejects himself from his space craft out into space
in his space suit. He's in a distant galaxy accessible through a worm
hole but the last we knew he seems to have gotten trapped in a black
hole. There is nothing but hocus pocus that has him land in a hospital
on a space station at the end of the movie; no rescue attempt, nothing.
You're just supposed to believe. I don't mind wild scenarios but they have to be plausible at least.
Maybe even 50% plausible?I truly had a difficult time sitting through the movie and was glad
when it was over. I wish I had stayed home and watched reruns of The
Big Bang Theory. The movie was a waste of time and money.
"
221,8,"
I guess the key to truly enjoy Interstellar is to think of it not as a
sci fi movie but as a fantasy movie set in space. The cinematography is truly stunning, flawless. It breaks from some of
the conventional shots and ideas you would expect on the space scenes
and it does that with superb results. But it seems that the plot is not
at the same level.Don't get fooled by the talk about wormholes and relativity, the
science behind it is closer to a Doctor Who script than to 2001. Not
that I have anything against Doctor Who, I love it, but they don't try
to pass it as hard sci-fi. And sometimes it goes from bad science to
downright impossible and cheesy, with some pages stolen from Space
Cowboys or Armaggedon.And that is a shame, because this could have been one of the best
movies ever, and the spiritual successor to 2001, but it does not have
the courage to do so, opting for a more commercial and accessible
script, with some memorable moments mixed with some dialogues I want to
forget.It is a great movie and you should definitely see it, just avoid
falling for those 10/10 reviews.
"
222,2,"
quick and simple review. i gave it 2 out of 10. it started out great i was sucked in. but then for some reason the
writers seemed to mix it up with a twist at the end that wasn't needed.
and completely trashed the film. on another note it was hard to get
past the fact that i feel it was matt damons worst performance i have
seen. and i am a matt damon fan.so in a summary. the first half of the movies was great, but its hard
to hold onto that first half when i came to vote due to how bad the 2nd
half got.on a personal note. if mat damon reads his bad reviews like some do.
then sorry but as a fan of yours. i have to say. you was in my top 3
actors that you could always count on being a great movie when you see
they are in it. but intersellar,Elysium i found to be bad movies. plus
The Monuments Men i stopped watching half way in when i realized its
just boring and not getting any better.
"
223,1,"
""Go colonize Mars instead"".What was the point of the mission? To save humanity.How? By evacuating all of Earth on huge space stations to another
planet, accessible through a black hole near Saturn... And you need to
gather data about the singularity to finish the antigravity equation to
do it.1 direct trip from Earth to Saturn = 8 ROUND trips from Earth to Mars.So... ""Go colonize Mars instead"".Also, the robot design was very impractical.P.S. Who colonizes/lands on a planet with a ""1 hour = 7 years outside""
time anomaly?! Pointless suicide!.
"
224,2,"
OK, first off, this is a truly dull story. What has clearly happened is
that a roomful of executives have set out to make a 'Great Sci-fi
Movie' and failed dismally.Why? Well, it probably went like this: Exec 1: What other great sci fi films have there been? Exec 2: Silent Running? Exec 1: Oh yeah, great. Let's use the friendly robot helpers they had
in that.Exec 3: What about the earth running out of resources? Exec 1: You mean like in Soylent Green? OK, put that in..Exec 4: Time travel is always good - Can we have a sequence where it
goes all ethereal and a character experiences another dimension? Exec 1: What. Like in 2001? OK. We also need some kind of strong female
character..Exec 2: Can she be like Sigourney Weaver in Alien? Exec 1: OK. Right, what about Star Trek? I think a few phrases from
that would come in handy..Exec 3: Wormhole? Singularity? Exec 1: Yep, and throw in a few good old American things too..Exec 2: Baseball? Twice enough? Exec 3: And what about an untrustworthy villain - like Doctor Smith in
Lost in Space? Exec 1: OK! All we need now is to make it fashionable enough to suck in
the crowds.Exec 4: Well we're going to need a long running time. All the best
films seem to be over 2 hours now.Exec 1: Make ours over 3 then. And get that bloke who did Inception to
direct. Everyone thought that was very clever.In short, Interstellar has stolen little bits from all the classic
space and sci-fi films and stitched them together to form something
that is very much less than the sum of it's parts. Emotional scenes
have been ladled on thicker than a sea of treacle too - Two parent
dying scenes, endless relationships with children issues, the pain of
being away from home...I really cannot see why so many people have chosen to rate this film so
highly. The Emporer's New Clothes perhaps?
"
225,4,"
Yeah,.I wanted to like it,.I thought while I was watching the movie
maybe they were talking too fast,.But no,.Now it's obvious that
EVERYONE was totally lost,.I wish this movie wouldn't have taken itself
so seriously,.I felt like I was supposed to be crying during alott of
parts in the movie,.Ambitious it is,.A tough watch for smart Sci Fi
fans,.People that just wanna Sukk Nolan's dikk seem to love it,. Look
past that,.And it's a REALLY ridiculous movie,.Watched
NightCrawler(Jake Gyllenhall) on the same day,.It was much more fun and
funny,.and action packed,.A BETTER MOVIE,.This one is a LABOR,.I work
hard,.Don't need to work so hard at watching a movie
"
226,4,"
My wife and myself are big Sci-Fi fans and were anxiously anticipating
the release of this movie.After a disappointing first half-hour, we obviously hung in there and
stayed in order to give the movie a chance thinking it would pick up
around Lift Off and the subsequent Outer Space journey.Unfortunately, we nearly headed for the nearest exit around the mid
point of the movie. Instead, we demanded a refund and the Theatre
Manager gave us passes for another movie.We both found the acting and dialog flat and somewhat cliché and found
the AI machine to be the most intriguing of the characters. I am
shocked to see a fine cast fall flat due to the material given to work
with. Nolan should have let the Actors Ad Lib.We were quite comfortable with missing the ending, which one member
stated it was ""disappointing"" as well.The editing was horrible. How this movie did not have more scenes cut
is mind boggling. As one reviewer mentioned: What was the purpose of
the scene with the drone.The entire first hour, which told the story of the earth's problems
creating the need to find a new home could have been condensed to just
a few minutes. I realize it is important to develop the characters, but
in this case there was only one member of the family going on the Outer
Space Mission.We also found some of the special effects laughable since the Space
Craft and Saturn looked like the miniature models that they obviously
are.I am rating this movie 4 out of 10 and I sincerely feel that this is
overly generous.Hopefully, Nolans' next movie will have better qualities since this
motion picture was a disaster.
"
227,10,"
Interstellar was an absolutely breathtaking experience for me. I
thought the writing, the direction, the score and especially the acting
(Matthew McConaughey and Mackenzie Foy both gave equally phenomenal
performances) were all top notch. The film had the feeling of space
films from the past, like 2001: A Space Odyssey (as many have said
before), but I thought it also had elements of other space adventures,
namely Apollo 13 and Planet of the Apes (the original 1968 film).Another thing that truly resonated with me was Hans Zimmer's gorgeous
film score, that I swear he took (musical) notes on what made John
Williams film music so moving, and he gave an equally immersive
soundtrack to the film that adds another emotional dimension to
Christopher Nolan's latest blockbuster epic. Never was the music out of
place; it always fit in perfectly with what was going on. It can be its
own thing from the film, and it truly tells its own story through
sound, something that not many movies have accomplished in quite
sometime.The space scenes in particular, have music played to that shows it very
much is, and feels like this great expanse of the unknown, an infinite
vacuum of an ocean that is full of many beauties and terrors. Hans
Zimmer basically added to the already sweeping story of space and time,
with an equally overwhelming score that I did not expect to be impacted
by it in such a way.Christopher Nolan takes the audience to where they've never truly gone
to before until now, through wormholes and the time distortion that
black holes can make to nearby planets. It is a big yet beautifully
done self-contained adventure. It is not only a fully fledged space
epic, but also a cautionary environmental warning for what will happen
if we don't leave the Earth when it is a desolate, dust-coated
wasteland.I don't know for sure if Interstellar will get the Oscar glory like
some were predicting before, but either way, I'm happy that I saw such
an ambitious film that has left an impact on quite a lot of people
already. It would be nice if it got a Best Picture, Best Actor or Best
Screenplay nomination but I don't know for sure; however its music,
cinematography and special effects will surely get rightful Academy
Awards recognition in 2015.If you want a true space opera that encompasses the wonders of the
galaxy, time travel and completely believable characters that need to
save humanity, Interstellar is the film for you.Thank you Christopher Nolan. You are such a wonderfully talented
filmmaker. Interstellar was such a wonderful gift.P.S. See the film in IMAX 70mm whenever you can, or at the usual
cineplex; just see it when you can, folks!
"
228,9,"
Yup Nolan did it again and this time he has taken his movie to another
dimension.!!'Interstellar' is the story of a man trying to save his family and then
saving humanity from extinction. Its full of space adventure and
breath-taking actions on some of the most beautiful and unrealistic
locations around the UNIVERSE. To realize Nolan's master-piece it Is better if polish our ideas about
space-time theory. We know space is defined in 3 dimensions and
Einstein in his theory of relativity uses Time as the 4th dimension.
But Scientists in the movie realize that Gravity has the tendency to
flow across all these 4 dimensions and thus Gravity is designated to be
the Fifth Dimension. It is believed that whoever holds to understand
and master the knowledge of this 5 dimensions will be able to move
anywhere in Time and Space. In this movie a certain species referred as
""THEY"" has the knowledge of this five dimensions and it is THEM who
wants Humans to save themselves.In the film various Scientific and Astronomical theories are used, and
it will help if viewers have a brief idea about them too.Murphy's law- It is an adage or epigram that is typically stated as:
Anything that can go wrong will go wrong. A statement relating
possibilities with Certainty.Worm hole- It is a bridge, a hypothetical topological feature of
space-time that would fundamentally be a shortcut through space-time. A
wormhole is much like a tunnel with two ends, each in separate points
in space-time. Though undiscovered, Some believe that wormhole could be
used to travel through galaxies.Black hole- It is a region of space-time from which gravity prevents
anything, including light, from escaping. The boundary of the region
from which no escape is possible is called the event horizon. Inside
the hole what happens is still a mystery, and that's where Nolan's
creativity brings about.The movie is filled with unproved theories and unrealistic scenarios.
But the way Nolan has directed it, you wont want to blink you eyes even
for a moment. The graphics are, no doubt, marvelous. The cast did a
stupendous job and . Though laws has been broken to keep the ending
sweet, it is well deserved as LOVE has no rules and no dimensions.Conclusion: Watch it again and again.. and it gets better and better.!
"
229,10,"
Every generation of movie goers sees one film, maybe two, that changes
the game for them. It becomes a signature moment that they remember
years to come. They remember where they saw it, who they saw it with,
even where they were sitting. Christopher Nolan has proved to be a film
maker who works best with a big canvas, and he has never been given a
canvas bigger than the one he used for his latest film, ""Interstellar"".
I feel I can't even call going to see a Nolan piece a movie but more
like an ""event"". For the average movie goer, they most likely aren't
familiar with the directors of the films they're seeing but most know
Nolan. Most know of Nolan because he has made some of the biggest,
thrilling, and thought provoking films of the past decade from the Dark
Knight trilogy to Inception.It's almost not worth trying to do a plot synopsis of ""Interstellar""
because it is difficult to try to condense the happenings in a film
this huge because I know that I will leave out something big. Anyway,
the film takes place in a potentially not-too-distant future where the
earth has become unable to produce all but a few crops and it will get
to a point where none will be able to grow and man will die out. In
comes an engineer/pilot/father Cooper (Matthew McConaughey) who is
entrusted to be part of a space expedition to venture beyond a newly
discovered wormhole to try and find a new planet capable of inhabiting
the human race. Astronauts from previous missions have supposedly
landed and have been sending signals for them to come.McConaughey has always had that ""movie star"" potential and I think this
is the film that puts him in that title. This was a truly star making
role due to the size of the film and I honestly believe he is the only
man who could have done it. ""Interstellar"" was originally supposed to
be done by Steven Spielberg before he dropped out and Nolan stepped in.
Nolan, clearly influenced by past Spielberg films like ""Close
Encounters of the Third Kind"" and ""Jaws"", puts McConaughey in a role in
the same vein as Richard Dreyfuss in ""Close Encounters"" or Roy
Schneider in ""Jaws"". They needed an actor who could be looked at as an
everyday guy who is experiencing incredible circumstances and
McConaughey is able to display the emotion required for a man who has
to drop everything, including his family whom he knows he may not see
again, and try to save the human race. You can see it in his eyes and
hear it in his voice and your heart breaks and lifts with his
simultaneously. This isn't necessarily a role that wins Oscars but it
should be.The effects are obviously amazing. This, much like ""Gravity"" last year,
is a film that needs to be seen on the big screen, especially in IMAX.
This, along with the haunting score of frequent Nolan collaborator Hans
Zimmer, almost transports you to that necessary place that makes the
events happening on screen seem possible. Kind of piggy backing off of
that point, there will be those who will trash the film for ""the
science isn't accurate"". Those comments are nonsense because no matter
what ""science"" tells us, there is just no way for us to actually
comprehend what is beyond a wormhole or what would happen if we
attempted to go through one. Could we really transcend time and space?
Would we discover new worlds and new civilizations? Impossible for us
to say at this point, but what makes this film so great is that we are
able to see the ideas of ""what can be"". It's the mystery of the unknown
that both frightens and enthralls man and few films have been able to
capture those feelings like ""Interstellar"" In a time where there are no
more explorers, we're fortunate to be put in a position where we can
feel what is like to discover and explore new worlds.People will remember ""Interstellar"" for either being a truly great film
experience or ""not as good as 2001: A Space Odyssey"". This is one of
most popular slights against the film so far as it is the closest thing
to ""2001"" and defenders of the Kubrick classic will argue to the death
that it doesn't live up to it. This is an argument that no one will win
because it is a generational issue. People see these landmark films
during their youth and they leave such an impression on them, that it
almost becomes blasphemy to hear of another film made years later,
rivaling the one they saw. People want to believe that the film from
their time was the best and that no film will be able to capture those
emotions they first felt and the memories that it created for them. I
respect and detest this because I will most likely feel the same way
when future space adventures in the same vein as ""Interstellar"" come
out and I fear it is something that is out of my control. Much of the
film circles around the idea that love is the one true thing that
travels purely through time and space because it is that connection we
feel with one another that makes us human and that can be applied with
our love for certain films. The connection we feel with our favorite
films is almost unshakable and those who think they can make us waver
from those feelings are exercising in futility.In the end, ""Interstellar"" is one of those landmark films. It's a
chance for us to escape reality and feel sense of adventure, hope, and
amazement that rarely comes around. Don't miss it.
"
230,10,"
""Do not go gentle into that good night; Old age should burn and rave at
close of day."" that was one hell of a dialog from the movie
#INTERSTELLAR even though it was inspired from a poem. Chris Nolan made a film which make's even science freaks also don't
know some of 'em which he implied in the film. It is evidently clear
that he doesn't like this 3-D world which instead he created 5-D world
and made 'Time' as a physical quantity in his world. Literally there is
no words to explain the ingenuity of Chris. The way he crafted the
characters and effectively using technical expertise and screen writing
definitely make us to taste 'Transcendence'. once again he proved that
he is not a contemporary director but a director who evolved from
unrealistic future.Matt did a splendid job by portraying 'cooper' and express his emotions
as a destitute and grief-stricken father was incomparable. Hans zimmer,
he is at his best. Anne and Jess made justice to their roles. Matt
Damon and Michael Caine played a pivotal role as well. Chris also made
'India' as part of his film because of 'M.O.M' i think, even though it
is little about India i think. overall film is astoundingly superb with
intense screenplay unless you detest physics or you lack keenness but
its better to study a Lil'bit before 'bon appetite'. Remember ""do not
go gentle into that good movie"".#INTERSTELLAR and #INCEPTION are the best sci-fi masterpieces i've ever
seen in this decade. Take a bow Chris Nolan and ""orgoglioso DI es sere
UN fan DI Christopher Nolan''
"
231,9,"
Interstellar moves me to an infinite-dimensional with 120 minutes of
amazing EPIC, story and scenes. Our earth has been fulled with crowds
and dark future, i felt how much the human in need to discover a new
space livable dimensions. But i am not sure if that scientific theories
are able to process. Whatever, I will not hide that sense of
entertainment i felt while watching ""Interstellar"". Really it is More
than excellent movie.
"
232,10,"
First of all, i think every movie is almost impossible to be perfect in
all ways, it might be rare BUT This movie , how can i say it ,, WOW ..
Perfect !!Interstellar almost contains no errors or failures. The Story, the
script, sound effects and the cast was something spectacular, i
appreciate the good work from the full cast and especially from Nolan,
ans also from Hans Zimmer (composer and record producer) ! Highly
recommended.The story goes around a drama full of adventure and thrill about some
explorers who are engaged in a long journey to discover the space.
"
233,4,"
Another outer space film from Hollywood, this time directed by
INCEPTION's Christopher Nolan. Thankfully it's better than the
overrated GRAVITY, but INTERSTELLAR soon turns out to be overrated in
turn. It seems that as soon as a film comes out these days with a half
intelligent premise, critics and audiences lap it up and rate it as one
of the best ever. INTERSTELLAR is far from that. It has plenty of
interesting moments, but the overlong running time is padded and
bloated with endless sentimentalism and extraneous characters.It also takes a heck of a lot of time for anything to actually happen.
Matthew McConaughey is all earnestness as the protagonist and comes
across as a dullard; Anne Hathaway's character is completely extraneous
and lacking in charisma. Only old timers like John Lithgow and Michael
Caine shine, although Wes Bentley is underutilised in his role. An
unexpected appearance from Matt Damon is undoubtedly the story's
highlight.For much of the running time this follows the template of a typical
space adventure, but around the middle part of the film it starts to
get weighed down with endless CGI effects and the whole end part of the
production gets muddled and predictable in equal measure, coming across
like a rip off of 2001: A SPACE ODYSSEY but not nearly as good.
"
234,9,"
The movie I was searching for last 4 years.. I always questioned
teacher where do we implicate all the concept we study and Christopher
did that. Man! He is so great he always make something new which
hallucinates our mind great work dude. The movie which gives a
practical applications of Newton's law of gravitation, Einstein theory
of relativity the actual concept of space and time and the truth of
gravity. Though the concept of world after black seems to be quite
grumbling. Anyways no one can make such a movie ever. Sir Christopher
Nolan no one can ever compete you. Mind blowing. IMDb : 9. The reason
for that it interferes the concept of Allah and ""they"" and nothing much
I suggest everyone to watch this movie
"
235,9,"
I recommend this movie because of its amazing implication and moving
story. In the film, a crew of astronauts travel through a wormhole in
search of a new home for humanity. I learned about new knowledge of space this time. Also, it created my
interest about space and its mysterious wormhole. Further, acting was
really great. I feel love for the family even if I don't have any
child. This made me touched. If you see this movie, you can be moved and tensed. During the movie,
you can't relieve your tension. Or you can see yourself who is crying
when the movie ends.
"
236,9,"
Even I didn't know about the space and science, I could enjoy this
movie. Actors acting are very good and the computer graphics also
really fantastic and reality. But some scenes are difficult to
understand because there are too many science words. Otherwise that
makes me wonder why that happened. I thought and thought and thought. I
feel I would be a Space Research Institute. But actually not. I think
all the people thinking will different with me. My father say this is
so boring, maybe this movie is so long and even quite. Anyway I enjoyed
this movie very much and before I slept, I recall this movie story. If
you guys want to be a space research institute, you must watch this
video. it makes you more interested in your study
"
237,10,"
In ""Interstellar,"" expect to see giant wormholes that lead to distant
solar systems, unprecedented planets with familiar terrain and nature,
years on Earth translate to minutes in space, gargantuan black holes,
and a desperate mission to find a new planet to inhabit.""Interstellar"" was a fascinating movie that makes you think about the
universe and its future, written and directed by Christopher and
Jonathan Nolan, who also created the ""Dark Knight"" trilogy and
""Inception"". The visuals of outer space are amazing, high- definition,
and captivating. Michael McConaughey is the star of the movie as
Cooper, alongside Anne Hathaway as Brand, Jessica Chastain as Murph
Cooper, Casey Affleck as Tom Cooper, Michael Caine as Professor Brand,
Matt Damon as Mann, and Wes Bentley as Doyle. This movie will make you
break down in tears, smile with relief, sit on the edge of your seat in
exhilaration, and feel every emotion that you see on the screen.In ""Interstellar"", the human population faces its demise as the Earth
is plagued with drought, famine, and extreme climate changes. Cooper
(Michael McConaughey) had his own set of problems, tending to his crops
and helping his children get through school. However, he and his young
daughter, Murph, find the remote site of NASA, the once-glorified
American space program that was eventually forgotten about; all of
NASA's journeys to space were considered fake and unaccomplished.
Cooper was asked to be a part of mission to find another planet to save
the human race. Reluctant to leave his family, knowing that he may
never see them again due to relativity and time distortion in space,
Cooper embarks on this journey in order to save humanity. A group of
astronauts must travel space to search for another planet to inhabit to
prevent the extinction of the human race. These astronauts take
numerous risks in order to save time, since years on Earth pass by in
mere minutes and seconds in space, including traveling through
wormholes, around black holes, and to distant solar systems and
planets. Back on Earth, Murph and Tom grow up without their father,
Cooper, and Murph and Professor Brand try to help find a new place to
live.""Interstellar"" allows the audience to be in the spaceship with the
astronauts, fearing for their lives, their mission, their families, and
their futures with the other astronauts as Earth-years pass by in
minutes and seconds in space. Viewers will leave the theater wondering
if this science-fiction film can anticipate their future.
"
238,10,"
it is an excellent movie, full of amazing visuals, and emotions. if you
do not like science maybe this movie will be a little boring for you.
the physical theories are represented as good as they can, and if you
do not know the science behind, maybe you will not understand half of
the movie. It has a lot of great emotional moments and can make you cry
several times, but its strongest point is that it has a lot of science
involved, so , if you are an engineer or a physicist you will love this
movie forever. it's soundtrack is completely epic, like everything that
Mr. Zimmer does, and if you are a musician you will love it. And
please, if you hate science and you are just wanting to watch a movie
to pass time, please insert finding Nemo DVD instead of hating this
amazing movie. and please remember: it is a fiction movie, please do
not be a Neil Degrasse wannabe and miss judge this movie.
"
239,9,"
Christopher Nolan's ""Interstellar,"" about astronauts traveling to the
other end of the galaxy to find a new home to replace humanity's
despoiled home-world, is frantically busy and earsplittingly loud. It
uses booming music to jack up the excitement level of scenes that might
not otherwise excite. It features characters shoveling exposition at
each other for almost three hours, and a few of those characters have
no character to speak of: they're mouthpieces for techno-babble and
philosophical debate. And for all of the director's activism on behalf
of shooting on film, the tactile beauty of the movie's 35mm and 65mm
textures isn't matched by a sense of composition. The camera rarely
tells the story in Nolan's movies. More often it illustrates the
screenplay, and there are points in this one where I felt as if I was
watching the most expensive NBC pilot ever made. Interstellar is an
impressive, at times astonishing movie that overwhelmed me to the point
where my usual objections to Nolan's work melted away. (they could
apply to any Nolan picture post ""Batman Begins""; he is who he is) so
that people know that he's still doing the things that Nolan always
does. Whether you find those things endearing or irritating will depend
on your affinity for Nolan's style.
"
240,10,"
Such a fantastic film that is different to anything else you will see
again.. brilliant. From the moment we meet the main character through
the end of the film we are mesmerised through every single shot. I
cannot fault this film in any way shape or form. It is not a film in my
eyes, rather it is a piece of art that takes you on a journey of many
emotions and will make you leave thinking wow. If you ever get the
chance to see this film in the cinema again then i would strongly
suggest that you go and see it there because it is an experience that
cannot be recreated through a television screen. I saw like at the
Royal Albert Hall with a live orchestra and it was an experience that I
will never forget
"
241,9,"
Wormholes, black holes, singularity, 5th dimension...they all are in
the film. Interstellar is a film about a group of scientists who must
travel through a wormhole to save mankind. Being a science geek I
really loved the film. The movie is simply beautiful, bold cosmic
adventure story. Interstellar is grand, immersive and long that lets
'time' slip right through our eyes. The visual effects are top notch,
the acting is great and there are emotions throughout the movie. Almost
all about space-time is scientific and it actually gives a glimpse of
future. The soundtrack is captivating: you can't deny it. One of the
aspects I didn't like was the length of the film (its about
2hrs50mins), it feels drawn out near the end. And, about everyone in
the movie talking about relativity, quantum physics, black-holes, event
horizon, etc I just couldn't help but think how someone who isn't
interested in those topics would feel.
"
242,9,"
Interstellar is a great film.First off, the visual effects are stunning. Nolan blends practical and
computer generated imagery so well it's hard tell the difference. He
certainly establishes he is a master of his craft. The scenes that take
place in space had some of the best cinematography I saw in 2014. The
placement made it show how small and insignificant Cooper and his ship
were in the vast abyss of space. The idea for this film is simply epic. Traveling galaxies away from
home, searching for hope. It is obviously an homage to 2001, but it
works well. Matthew McConaughey is such a great actor in this film,
along with Jessica Chastain and Matt Damon. The rest of the actors are
great as well. My complaints lie in Murph's logic. Why would she believe at the
beginning that Cooper was her ghost? There was no evidence whatsoever. Still, all in all, this film was great, I believe it could have been
better, but it was an amazing film. The score by Hans Zimmer was one of
his best in my opinions, the acting was great, the conception for this
film was phenomenal, and the visual effects and camera work were jaw
dropping. I would recommend this film to sci-fi fans, or just an average
movie-goer. 9/10
"
243,10,"
Nolan, the perfectionist of our era has yet again delivered an epic
movie in the backdrop of space exploration. He handles all the science
stuff in an accurate manner where he takes us to another galaxy which
is a dream for every space lover. There are some mind blowing visuals
while travelling through black hole and the portrayal of the three
other worlds. I particularly enjoyed the stunning view of Saturn. Music
of Hans zimmer is an extraordinary pillar of the film especially the NO
TIME FOR CAUTION is awesome. All the lead characters were excellent in
performance wise. This movie will be researched in years to come to
praise the work of Nolan. ""LOVE TARS LOVE"".
"
244,10,"
OMG!!! I loved this movie because the characters made you fell
desperate in everything they were trying to obtain.I think I experienced every emotion and wanted to see more in the end.
I will not put any spoilers in this review, because some people in a
small village is waiting for the DVD to come out.It was worth watching, they did a great job making you think about what
is important in life and how you could easily change your perception.
Some people are so misguided by material things... in the end all you
need are the ones you love.This movie is also cool to see with family members, I do not remember
feeling awkward at all.
"
